pair_id,variant_id,paper_id,benchmark,base_method,variant_method,variant_label,dataset,main_score,variant_score,delta,description,source
"1903.00374|SimPLe|Ours, SD 100 steps|privateeye","1903.00374|SimPLe|Ours, SD 100 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 100 steps",privateeye,0.012,0.089,0.077,"variant: Ours, SD 100 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""100""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 25 steps|privateeye","1903.00374|SimPLe|Ours, SD 25 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 25 steps",privateeye,0.012,1.88,1.868,"variant: Ours, SD 25 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""25""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, deterministic|qbert","1903.00374|SimPLe|Ours, deterministic",1903.00374,atari,SimPLe,SimPLe,"Ours, deterministic",qbert,8.448,2.365,-6.083,"variant: Ours, deterministic; conditions: {""world_model"": ""deterministic"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, det. recurrent|qbert","1903.00374|SimPLe|Ours, det. recurrent",1903.00374,atari,SimPLe,SimPLe,"Ours, det. recurrent",qbert,8.448,3.293,-5.155,"variant: Ours, det. recurrent; conditions: {""world_model"": ""deterministic recurrent"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD|qbert","1903.00374|SimPLe|Ours, SD",1903.00374,atari,SimPLe,SimPLe,"Ours, SD",qbert,8.448,2.963,-5.486,"variant: Ours, SD; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.90|qbert","1903.00374|SimPLe|Ours, SD γ = 0.90",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.90",qbert,8.448,5.517,-2.931,"variant: Ours, SD γ = 0.90; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.90"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.95|qbert","1903.00374|SimPLe|Ours, SD γ = 0.95",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.95",qbert,8.448,7.18,-1.269,"variant: Ours, SD γ = 0.95; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.95"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 100 steps|qbert","1903.00374|SimPLe|Ours, SD 100 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 100 steps",qbert,8.448,2.771,-5.677,"variant: Ours, SD 100 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""100""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 25 steps|qbert","1903.00374|SimPLe|Ours, SD 25 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 25 steps",qbert,8.448,3.291,-5.158,"variant: Ours, SD 25 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""25""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, deterministic|roadrunner","1903.00374|SimPLe|Ours, deterministic",1903.00374,atari,SimPLe,SimPLe,"Ours, deterministic",roadrunner,71.901,72.969,1.068,"variant: Ours, deterministic; conditions: {""world_model"": ""deterministic"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, det. recurrent|roadrunner","1903.00374|SimPLe|Ours, det. recurrent",1903.00374,atari,SimPLe,SimPLe,"Ours, det. recurrent",roadrunner,71.901,15.663,-56.237,"variant: Ours, det. recurrent; conditions: {""world_model"": ""deterministic recurrent"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD|roadrunner","1903.00374|SimPLe|Ours, SD",1903.00374,atari,SimPLe,SimPLe,"Ours, SD",roadrunner,71.901,65.894,-6.006,"variant: Ours, SD; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.90|roadrunner","1903.00374|SimPLe|Ours, SD γ = 0.90",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.90",roadrunner,71.901,20.219,-51.681,"variant: Ours, SD γ = 0.90; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.90"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.95|roadrunner","1903.00374|SimPLe|Ours, SD γ = 0.95",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.95",roadrunner,71.901,107.254,35.354,"variant: Ours, SD γ = 0.95; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.95"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 100 steps|roadrunner","1903.00374|SimPLe|Ours, SD 100 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 100 steps",roadrunner,71.901,9.206,-62.695,"variant: Ours, SD 100 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""100""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 25 steps|roadrunner","1903.00374|SimPLe|Ours, SD 25 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 25 steps",roadrunner,71.901,55.656,-16.245,"variant: Ours, SD 25 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""25""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, deterministic|seaquest","1903.00374|SimPLe|Ours, deterministic",1903.00374,atari,SimPLe,SimPLe,"Ours, deterministic",seaquest,1.482,0.853,-0.628,"variant: Ours, deterministic; conditions: {""world_model"": ""deterministic"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, det. recurrent|seaquest","1903.00374|SimPLe|Ours, det. recurrent",1903.00374,atari,SimPLe,SimPLe,"Ours, det. recurrent",seaquest,1.482,0.544,-0.938,"variant: Ours, det. recurrent; conditions: {""world_model"": ""deterministic recurrent"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD|seaquest","1903.00374|SimPLe|Ours, SD",1903.00374,atari,SimPLe,SimPLe,"Ours, SD",seaquest,1.482,0.738,-0.744,"variant: Ours, SD; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.90|seaquest","1903.00374|SimPLe|Ours, SD γ = 0.90",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.90",seaquest,1.482,0.723,-0.759,"variant: Ours, SD γ = 0.90; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.90"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.95|seaquest","1903.00374|SimPLe|Ours, SD γ = 0.95",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.95",seaquest,1.482,0.659,-0.823,"variant: Ours, SD γ = 0.95; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.95"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 100 steps|seaquest","1903.00374|SimPLe|Ours, SD 100 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 100 steps",seaquest,1.482,0.445,-1.037,"variant: Ours, SD 100 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""100""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 25 steps|seaquest","1903.00374|SimPLe|Ours, SD 25 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 25 steps",seaquest,1.482,0.688,-0.794,"variant: Ours, SD 25 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""25""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, deterministic|upndown","1903.00374|SimPLe|Ours, deterministic",1903.00374,atari,SimPLe,SimPLe,"Ours, deterministic",upndown,25.542,7.505,-18.037,"variant: Ours, deterministic; conditions: {""world_model"": ""deterministic"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, det. recurrent|upndown","1903.00374|SimPLe|Ours, det. recurrent",1903.00374,atari,SimPLe,SimPLe,"Ours, det. recurrent",upndown,25.542,3.912,-21.63,"variant: Ours, det. recurrent; conditions: {""world_model"": ""deterministic recurrent"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD|upndown","1903.00374|SimPLe|Ours, SD",1903.00374,atari,SimPLe,SimPLe,"Ours, SD",upndown,25.542,14.853,-10.689,"variant: Ours, SD; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.90|upndown","1903.00374|SimPLe|Ours, SD γ = 0.90",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.90",upndown,25.542,7.165,-18.377,"variant: Ours, SD γ = 0.90; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.90"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD γ = 0.95|upndown","1903.00374|SimPLe|Ours, SD γ = 0.95",1903.00374,atari,SimPLe,SimPLe,"Ours, SD γ = 0.95",upndown,25.542,6.803,-18.74,"variant: Ours, SD γ = 0.95; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.95"", ""rollout_length_N"": ""50""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 100 steps|upndown","1903.00374|SimPLe|Ours, SD 100 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 100 steps",upndown,25.542,11.959,-13.583,"variant: Ours, SD 100 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""100""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
"1903.00374|SimPLe|Ours, SD 25 steps|upndown","1903.00374|SimPLe|Ours, SD 25 steps",1903.00374,atari,SimPLe,SimPLe,"Ours, SD 25 steps",upndown,25.542,14.709,-10.833,"variant: Ours, SD 25 steps; conditions: {""world_model"": ""stochastic discrete"", ""world_model_training"": ""short"", ""gamma"": ""0.99"", ""rollout_length_N"": ""25""}; notes: raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers",Table 2 vs main Table 2
2007.05929|SPR|no_aug|alien,2007.05929|SPR|no_aug,2007.05929,atari,SPR,SPR,no_aug,alien,8.315,8.977,0.662,"variant: no_aug; conditions: {""data_augmentation"": ""None"", ""dropout"": ""0.5"", ""tau_ema"": ""0.99""}; notes: raw mean episodic return; column 'SPR (no Aug)'; no per-game std reported",Table 4 vs main Table 4
2007.05929|SPR|no_aug|amidar,2007.05929|SPR|no_aug,2007.05929,atari,SPR,SPR,no_aug,amidar,9.949,7.989,-1.961,"variant: no_aug; conditions: {""data_augmentation"": ""None"", ""dropout"": ""0.5"", ""tau_ema"": ""0.99""}; notes: raw mean episodic return; column 'SPR (no Aug)'; no per-game std reported",Table 4 vs main Table 4
2007.05929|SPR|no_aug|assault,2007.05929|SPR|no_aug,2007.05929,atari,SPR,SPR,no_aug,assault,67.09,85.181,18.091,"variant: no_aug; conditions: {""data_augmentation"": ""None"", ""dropout"": ""0.5"", ""tau_ema"": ""0.99""}; notes: raw mean episodic return; column 'SPR (no Aug)'; no per-game std reported",Table 4 vs main Table 4
2007.05929|SPR|no_aug|asterix,2007.05929|SPR|no_aug,2007.05929,atari,SPR,SPR,no_aug,asterix,9.258,7.358,-1.9,"variant: no_aug; conditions: {""data_augmentation"": ""None"", ""dropout"": ""0.5"", ""tau_ema"": ""0.99""}; notes: raw mean episodic return; column 'SPR (no Aug)'; no per-game std reported",Table 4 vs main Table 4
2007.05929|SPR|no_aug|bankheist,2007.05929|SPR|no_aug,2007.05929,atari,SPR,SPR,no_aug,bankheist,49.628,55.677,6.05,"variant: no_aug; conditions: {""data_augmentation"": ""None"", ""dropout"": ""0.5"", ""tau_ema"": ""0.99""}; notes: raw mean episodic return; column 'SPR (no Aug)'; no per-game std reported",Table 4 vs main Table 4
2007.05929|SPR|no_aug|battlezone,2007.05929|SPR|no_aug,2007.05929,atari,SPR,SPR,no_aug,battlezone,41.034,24.056,-16.978,"variant: no_aug; conditions: {""data_augmentation"": ""None"", ""dropout"": ""0.5"", ""tau_ema"": ""0.99""}; notes: raw mean episodic return; column 'SPR (no Aug)'; no per-game std reported",Table 4 vs main Table 4
2007.05929|SPR|no_aug|boxing,2007.05929|SPR|no_aug,2007.05929,atari,SPR,SPR,no_aug,boxing,297.5,105.0,-192.5,"variant: no_aug; conditions: {""data_augmentation"": ""None"", ""dropout"": ""0.5"", ""tau_ema"": ""0.99""}; notes: raw mean episodic return; column 'SPR (no Aug)'; no per-game std reported",Table 4 vs main Table 4
2007.05929|SPR|no_aug|breakout,2007.05929|SPR|no_aug,2007.05929,atari,SPR,SPR,no_aug,breakout,53.472,38.889,-14.583,"variant: no_aug; conditions: {""data_augmentation"": ""None"", ""dropout"": ""0.5"", ""tau_ema"": ""0.99""}; notes: raw mean episodic return; column 'SPR (no Aug)'; no per-game std reported",Table 4 vs main Table 4
2007.05929|SPR|no_aug|choppercommand,2007.05929|SPR|no_aug,2007.05929,atari,SPR,SPR,no_aug,choppercommand,2.491,-2.185,-4.676,"variant: no_aug; conditions: {""data_augmentation"": ""None"", ""dropout"": ""0.5"", ""tau_ema"": ""0.99""}; notes: raw mean episodic return; column 'SPR (no Aug)'; no per-game std reported",Table 4 vs main Table 4
2007.05929|SPR|no_aug|crazyclimber,2007.05929|SPR|no_aug,2007.05929,atari,SPR,SPR,no_aug,crazyclimber,128.321,130.187,1.866,"variant: no_aug; conditions: {""data_augmentation"": ""None"", ""dropout"": ""0.5"", ""tau_ema"": ""0.99""}; notes: raw mean episodic return; column 'SPR (no Aug)'; no per-game std reported",Table 4 vs main Table 4
2007.05929|SPR|no_aug|demonattack,2007.05929|SPR|no_aug,2007.05929,atari,SPR,SPR,no_aug,demonattack,21.612,11.985,-9.627,"variant: no_aug; conditions: {""data_augmentation"": ""None"", ""dropout"": ""0.5"", ""tau_ema"": ""0.99""}; notes: raw mean episodic return; column 'SPR (no Aug)'; no per-game std reported",Table 4 vs main Table 4
2007.05929|SPR|no_aug|freeway,2007.05929|SPR|no_aug,2007.05929,atari,SPR,SPR,no_aug,freeway,82.432,54.392,-28.041,"variant: no_aug; conditions: {""data_augmentation"": ""None"", ""dropout"": ""0.5"", ""tau_ema"": ""0.99""}; notes: raw mean episodic return; column 'SPR (no Aug)'; no per-game std reported",Table 4 vs main Table 4
2007.05929|SPR|no_aug|frostbite,2007.05929|SPR|no_aug,2007.05929,atari,SPR,SPR,no_aug,frostbite,41.136,37.292,-3.844,"variant: no_aug; conditions: {""data_augmentation"": ""None"", ""dropout"": ""0.5"", ""tau_ema"": ""0.99""}; notes: raw mean episodic return; column 'SPR (no Aug)'; no per-game std reported",Table 4 vs main Table 4
