board,task,dataset,metric,lower_is_better,paper_a,paper_b,score_a,score_b,label_a_better
Image Classification | ImageNet,Image Classification,ImageNet,Top 1 Accuracy,False,2204.12511,2211.05778,87.2,89.6,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2302.04774,2011.14672,86.2,91.0,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2011.08627,2305.11101,97.4,109.8,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2501.01770,2011.14672,17.8,91.0,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1908.08289,2002.10322,79.8,79.1,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2103.14182,2011.14672,94.3,91.0,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1908.08289,2011.14672,79.8,91.0,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2107.07797,2207.12537,42.5,96.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.13397,2105.02465,97.8,76.6,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2103.14182,2203.15625,94.3,79.5,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2309.01365,2203.08534,40.5,96.7,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2302.04774,2410.15582,86.2,71.8,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2404.00658,2110.09243,16.7,97.4,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.02147,2309.01365,53.6,40.5,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2003.07581,2109.07353,110.8,76.0,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2410.15582,2210.04006,71.8,28.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2210.04006,2002.10322,28.2,79.1,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2107.07797,2203.08534,42.5,96.7,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.13397,2103.14182,97.8,94.3,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2210.04006,2207.12537,28.2,96.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.05690,2203.08534,91.0,96.7,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2305.11101,2203.07628,109.8,32.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2003.07581,2207.12537,110.8,96.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2103.14182,2305.11101,94.3,109.8,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2002.10322,2305.11101,79.1,109.8,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2210.04006,2203.07628,28.2,32.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.16456,1912.05656,61.3,96.6,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2110.09243,2305.11101,97.4,109.8,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2203.13387,2207.12537,76.3,96.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2210.04006,2011.14672,28.2,91.0,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2301.07322,2203.11471,28.3,46.6,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2003.07581,1902.09868,110.8,97.8,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2110.09243,1712.06584,97.4,124.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1712.06584,2501.01770,124.2,17.8,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.16456,2210.04006,61.3,28.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2109.07353,2305.11101,76.0,109.8,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1912.05656,2110.09243,96.6,97.4,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2003.07581,2304.05690,110.8,91.0,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2107.07797,2211.11734,42.5,67.6,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2011.08627,2302.01058,97.4,88.8,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2301.07322,2305.00181,28.3,94.0,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.13397,2310.16288,97.8,19.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.02147,1712.03453,53.6,122.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.05690,2208.11251,91.0,45.87,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.13397,2011.08627,97.8,97.4,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2003.07581,2305.11101,110.8,109.8,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1912.05656,2302.01058,96.6,88.8,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2404.00658,2203.13387,16.7,76.3,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2501.01770,2105.02465,17.8,76.6,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.05690,2002.10322,91.0,79.1,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2207.12537,2211.11734,96.2,67.6,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2107.07797,2501.01770,42.5,17.8,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2210.04006,2301.07322,28.2,28.3,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2002.10322,2203.07628,79.1,32.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2203.13387,2002.10322,76.3,79.1,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1712.03453,1902.09868,122.2,97.8,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.02147,2003.07581,53.6,110.8,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2302.04774,2105.02465,86.2,76.6,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2109.02303,2302.04774,83.6,86.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1712.06584,2011.14672,124.2,91.0,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2110.09243,2211.11734,97.4,67.6,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2002.10322,2301.07322,79.1,28.3,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2203.15625,2207.12537,79.5,96.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.02147,2310.16288,53.6,19.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2302.01058,2203.15625,88.8,79.5,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2310.16288,2207.12537,19.2,96.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.05690,2004.13985,91.0,68.1,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2410.15582,1712.03453,71.8,122.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1912.05656,2107.07797,96.6,42.5,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.16456,2207.12537,61.3,96.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2002.10322,2203.08534,79.1,96.7,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.05690,2302.01058,91.0,88.8,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2501.01770,2211.11734,17.8,67.6,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2109.02303,2203.07628,83.6,32.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2203.07628,2309.01365,32.2,40.5,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.02147,1912.05656,53.6,96.6,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.16456,2309.01365,61.3,40.5,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2103.14182,2203.07628,94.3,32.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2203.13387,2109.07353,76.3,76.0,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2203.13387,2302.04774,76.3,86.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2302.04774,2310.16288,86.2,19.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2109.02303,2310.16288,83.6,19.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.05690,2207.12537,91.0,96.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.02147,2305.11101,53.6,109.8,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2307.03833,2203.07628,55.2,32.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2302.01058,2302.04774,88.8,86.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2004.13985,2211.11734,68.1,67.6,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2109.07353,2109.02303,76.0,83.6,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.16456,2410.15582,61.3,71.8,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2404.00658,1712.03453,16.7,122.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2410.15582,2501.01770,71.8,17.8,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2302.01058,2203.07628,88.8,32.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2003.07581,2107.07797,110.8,42.5,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.02147,2302.01058,53.6,88.8,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.16456,2105.02465,61.3,76.6,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2109.02303,2210.04006,83.6,28.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1908.08289,2003.07581,79.8,110.8,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2208.11251,2203.11471,45.87,46.6,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1902.09868,2310.16288,97.8,19.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.13397,2203.08534,97.8,96.7,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1912.05656,1712.06584,96.6,124.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2109.07353,2410.15582,76.0,71.8,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2203.13387,1712.06584,76.3,124.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2210.04006,1712.03453,28.2,122.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2003.07581,1712.03453,110.8,122.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2302.01058,2203.08534,88.8,96.7,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2302.01058,2110.09243,88.8,97.4,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2203.13387,1908.08289,76.3,79.8,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2011.08627,2109.02303,97.4,83.6,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2110.09243,2305.00181,97.4,94.0,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2404.00658,1912.05656,16.7,96.6,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.05690,2501.01770,91.0,17.8,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1712.03453,2310.16288,122.2,19.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1712.03453,2203.08534,122.2,96.7,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1902.09868,2305.00181,97.8,94.0,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2302.04774,2203.07628,86.2,32.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2110.09243,2208.11251,97.4,45.87,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1912.05656,2307.03833,96.6,55.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1712.03453,2207.12537,122.2,96.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.13397,2203.13387,97.8,76.3,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2203.13387,2208.11251,76.3,45.87,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.16456,2305.11101,61.3,109.8,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1912.05656,2002.10322,96.6,79.1,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2404.00658,1902.09868,16.7,97.8,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.16456,2404.00658,61.3,16.7,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2110.09243,2310.16288,97.4,19.2,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,1908.08289,2103.14182,79.8,94.3,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2404.00658,2109.02303,16.7,83.6,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2305.11101,2309.01365,109.8,40.5,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2309.01365,2211.11734,40.5,67.6,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2103.14182,2309.01365,94.3,40.5,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2303.13397,2203.11471,97.8,46.6,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2302.01058,2309.01365,88.8,40.5,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2107.07797,2307.03833,42.5,55.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2109.02303,2203.15625,83.6,79.5,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2110.09243,2203.08534,97.4,96.7,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2208.11251,2011.14672,45.87,91.0,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2410.15582,2211.11734,71.8,67.6,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2002.10322,1712.03453,79.1,122.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2103.14182,2002.10322,94.3,79.1,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2301.07322,2011.14672,28.3,91.0,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2203.07628,2305.00181,32.2,94.0,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.02147,2404.00658,53.6,16.7,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2302.01058,1712.03453,88.8,122.2,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2304.05690,2105.02465,91.0,76.6,1
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2307.03833,2203.08534,55.2,96.7,0
3D Human Pose Estimation | MPI-INF-3DHP,3D Human Pose Estimation,MPI-INF-3DHP,MPJPE,False,2003.07581,2002.10322,110.8,79.1,1
